Cw_total_1,EL_t_1,Q_t_1,Sw_total_1,UnRate_1,Yw_total_1,Z_Q_1,inflation_1,shareOfBorrWorkers_t_1,wbarocc_1,Gini_bTax_1,Auton_1_1,basic_total_1_1,Gov_Balance_1_1,Gov_Total_1_1,Tax_Total_1_1,Gini_aTax_1_1,A_t_1_1,I_t_1_1,K_t_1_1,Q_fc_1_1,u_t_1_1,h_1_1,r_1_1,Yf_t_1_1,D_total_1_1,Mw_total_1_1,Gov_Debt_1_1,Ww_total_1_1
1475.358242,1644,1642.781158,-627.8090349,0.6712,847.5492071,0.002308091395,0,0.5012,0.5106355726,0.8300235269,3.771489055,0.0202,-3.791689055,3.791689055,0,0,149.3437416,163.6514269,4391.030909,1756.412364,0.9353049387,0.1142928116,0.03027429739,0,132937.0287,-11877.2023,78.38499456,4999.250591
1167.169776,1417,1358.737057,-507.75431,0.7166,659.415466,0.002818355417,0,0.5012,0.3396687749,0.765821795,3.809203946,0.0202,-3.829403946,3.829403946,0,0,123.5215507,187.7580774,4490.968368,1796.387347,0.7563719815,0.1158392498,0.03401108868,0,145321.9853,-12384.95661,82.21439851,4986.514587
1270.232356,1457,1431.474733,-635.6116943,0.7086,634.6206616,0.002701756374,0,0.5012,0.3765848,0.7782542988,3.847295985,0.0202,-3.867495985,3.867495985,0,0,130.1340667,157.3950814,4558.544082,1823.417633,0.7850503952,0.1153338661,0.02750443569,0,158342.5536,-13020.5683,86.08189449,4930.424488
1169.056955,1335,1338.040239,-581.2363345,0.733,587.8206201,0.00291917151,0,0.5012,0.3341253398,0.7558463928,3.885768945,0.0202,-3.905968945,3.905968945,0,0,121.6400217,165.0975152,4632.470716,1852.988286,0.7220985954,0.1151614465,0.0285472871,0,171944.3582,-13601.80463,89.98786344,4843.349869
1697.450132,1855,1855.465408,-797.0711345,0.629,900.378997,0.002126057763,0,0.5012,0.5987857655,0.8466504249,3.924626634,0.0202,-3.944826634,3.944826634,0,0,168.6786734,154.0906494,4693.911951,1877.56478,0.9882297682,0.1142643227,0.02625813074,0,186343.234,-14398.87577,93.93269007,5090.944916
1277.34738,1491,1493.324751,-440.3232684,0.7018,837.0241115,0.002667921293,0,0.5012,0.3967784967,0.7957030839,3.963872901,0.0202,-3.984072901,3.984072901,0,0,135.7567955,212.0134981,4812.04721,1924.818884,0.7758261119,0.1164151174,0.03593562793,0,201182.433,-14839.19904,97.91676297,5244.002737
1394.593106,1573,1572.442194,-661.4102461,0.6854,733.1828601,0.002558893195,0,0.5012,0.4239992355,0.8006244819,4.00351163,0.0202,-4.02371163,4.02371163,0,0,142.9492904,173.8455762,4889.651842,1955.860737,0.8039642928,0.1161336968,0.02821185861,0,216683.0423,-15500.60928,101.9404746,5258.042921
1403.685352,1577,1590.342424,-617.2482851,0.6846,786.4370673,0.002555265259,0,0.5012,0.4357514732,0.8076319099,4.043546746,0.0202,-4.063746746,4.063746746,0,0,144.576584,182.613525,4974.47233,1989.788932,0.7992518194,0.1161797356,0.02923506519,0,232800.8999,-16117.85757,106.0042213,5335.015166
1339.741608,1500,1528.591153,-605.9030978,0.7,733.8385102,0.002684944373,0,0.5012,0.4012926507,0.7954698896,4.083982213,0.0202,-4.104182213,4.104182213,0,0,138.962832,184.7655623,5059.748446,2023.899378,0.7552703306,0.1161710432,0.02906370252,0,249524.6605,-16723.76067,110.1084036,5350.522464
1291.709127,1512,1473.411978,-638.5912301,0.6976,653.1178968,0.002813213207,0,0.5012,0.3680785978,0.7779916017,4.124822036,0.0202,-4.145022036,4.145022036,0,0,133.9465434,177.5780289,5136.131506,2054.452602,0.7171798347,0.115651414,0.02746437566,0,266887.0124,-17362.3519,114.2534256,5271.818051
1230.757724,1428,1405.325973,-613.6753383,0.7144,617.0823858,0.00297886066,0,0.5012,0.3413243292,0.7628815924,4.166070256,0.0202,-4.186270256,4.186270256,0,0,127.7569066,170.4021786,5203.811054,2081.524422,0.6751426783,0.1146935871,0.02607926672,0,284863.0397,-17976.02724,118.4396959,5161.63374
1337.014767,1476,1502.404375,-675.4208316,0.7048,661.5939355,0.002814109855,0,0.5012,0.392572784,0.7829367553,4.207730959,0.0202,-4.227930959,4.227930959,0,0,136.5822159,161.1818769,5260.91671,2104.366684,0.7139460943,0.1132615537,0.02455064285,0,303514.4877,-18651.44807,122.6676268,5093.367007
1264.019966,1418,1438.434428,-624.9459214,0.7164,639.0740441,0.002968510894,0,0.5012,0.3645488104,0.7734768449,4.249808268,0.0202,-4.270008268,4.270008268,0,0,130.7667661,170.1646538,5325.86303,2130.345212,0.675211895,0.1122868938,0.02596167616,0,322790.8817,-19276.39399,126.9376351,5017.281282
1182.687362,1386,1348.497002,-618.5495694,0.7228,564.1377926,0.003198009594,0,0.5012,0.3266133939,0.7501386012,4.292306351,0.0202,-4.312506351,4.312506351,0,0,122.5906366,161.5173338,5380.863103,2152.345241,0.6265244889,0.1108856869,0.02455315982,0,342685.8253,-19894.94356,131.2501414,4876.457081
1340.80222,1501,1494.666466,-679.0291333,0.6998,661.7730866,0.002913980821,0,0.5012,0.4045981866,0.7859227924,4.335229414,0.0202,-4.355429414,4.355429414,0,0,135.8787696,149.5290164,5422.774857,2169.109943,0.6890690214,0.1089620918,0.02278270869,0,363259.798,-20573.97269,135.6055708,4829.05084
1486.246785,1720,1653.487351,-625.6002298,0.656,860.6465548,0.00266030563,0,0.5012,0.5060936408,0.8314560056,4.378581708,0.0202,-4.398781708,4.398781708,0,0,150.3170319,162.8619846,5477.181345,2190.872538,0.7547163618,0.1077533646,0.02505705532,0,384459.3709,-21199.57292,140.0043526,5041.17414
1231.554379,1458,1414.145572,-497.2016802,0.7084,734.3526985,0.003141520657,0,0.5012,0.3682283131,0.7814861262,4.422367526,0.0202,-4.442567526,4.442567526,0,0,128.5586883,178.1688254,5545.806543,2218.322617,0.6374841787,0.1072654182,0.02744423134,0,406156.1455,-21696.7746,144.4469201,5085.534287
1147.883353,1282,1304.03886,-597.6187205,0.7436,550.2646322,0.003440688263,0,0.5012,0.3081376078,0.7415453323,4.466591201,0.0202,-4.486791201,4.486791201,0,0,118.5489873,151.6889161,5586.579328,2234.631731,0.5835587322,0.1055221854,0.02318124286,0,428450.5388,-22294.39332,148.9337113,4926.247026
1411.272065,1521,1553.388352,-759.5301676,0.6958,651.7418973,0.002917143743,0,0.5012,0.4295958637,0.793220089,4.511257113,0.0202,-4.531457113,4.531457113,0,0,141.2171229,137.6050304,5612.452772,2244.981109,0.6919382734,0.1032382499,0.02122031753,0,451504.4623,-23053.92349,153.4651684,4857.047552
1235.518097,1400,1400.443561,-580.9349759,0.72,654.5831206,0.003267942965,0,0.5012,0.3639599741,0.7748200808,4.556369684,0.0202,-4.576569684,4.576569684,0,0,127.313051,160.3690949,5660.572812,2264.229125,0.6185078824,0.1021226395,0.02516139176,0,475139.3208,-23634.85846,158.0417381,4823.358195
1206.045278,1369,1353.664204,-626.691066,0.7262,579.3542121,0.003414534687,0,0.5012,0.34168158,0.7596915454,4.601933381,0.0202,-4.622133381,4.622133381,0,0,123.0603822,143.016993,5690.378348,2276.151339,0.5947162568,0.1002691941,0.02249119572,0,499400.8703,-24261.54953,162.6638715,4708.312162
1239.239399,1350,1379.618171,-644.5637452,0.73,594.6756542,0.003383655574,0,0.5012,0.3606104121,0.7659189029,4.647952715,0.0202,-4.668152715,4.668152715,0,0,125.4198337,135.7308189,5712.3016,2284.92064,0.6037925986,0.09821083057,0.0216260457,0,524306.9836,-24906.11328,167.3320242,4613.823556
1324.747087,1444,1464.934966,-672.0996236,0.7112,652.6474633,0.003218321873,0,0.5012,0.4086277506,0.7868448546,4.694432242,0.0202,-4.714632242,4.714632242,0,0,133.175906,135.4934464,5733.549015,2293.419606,0.6387557523,0.09628386138,0.0219560945,0,549885.1965,-25578.2129,172.0466564,4594.532739
1559.71118,1774,1705.502152,-666.9627419,0.6452,892.7484384,0.002791891267,0,0.5012,0.5483022426,0.8397944306,4.741376564,0.0202,-4.761576564,4.761576564,0,0,155.0456502,141.0495952,5759.92763,2303.971052,0.7402446097,0.0947313395,0.0232274819,0,576130.3721,-26245.17564,176.808233,4860.67168
1372.510381,1576,1538.863675,-428.2524171,0.6848,944.2579638,0.003125026868,0,0.5012,0.4753427079,0.8265311842,4.78879033,0.0202,-4.80899033,4.80899033,0,0,139.8966977,161.5645034,5806.29358,2322.517432,0.6625843377,0.09416526869,0.02691798581,0,602803.8002,-26673.42806,181.6172233,5184.233103
1320.705635,1465,1470.449824,-596.0042781,0.707,724.7013565,0.003302988074,0,0.5012,0.3957495917,0.792077989,4.836678233,0.0202,-4.856878233,4.856878233,0,0,133.6772567,144.9075114,5835.07522,2334.030088,0.6300046566,0.09287129041,0.02409397592,0,630073.2325,-27269.43234,186.4741015,5203.153661
1409.951205,1551,1551.398823,-641.1825621,0.6898,768.7686428,0.003161820767,0,0.5012,0.4558147732,0.8150425608,4.885045015,0.0202,-4.905245015,4.905245015,0,0,141.0362566,136.5625727,5854.936288,2341.974515,0.6624319831,0.09129252172,0.02290926024,0,657983.8474,-27910.6149,191.3793466,5307.438908
1214.219043,1328,1360.784049,-586.6988838,0.7344,627.5201594,0.003640618412,0,0.5012,0.3394714116,0.7610650239,4.933895466,0.0202,-4.954095466,4.954095466,0,0,123.7076409,141.6311107,5879.468673,2351.787469,0.5786169316,0.0900366286,0.02408843575,0,686481.1612,-28497.31378,196.333442,5224.778106
1675.17933,1763,1802.682972,-817.6787816,0.6474,857.500548,0.002775548722,0,0.5012,0.5696540271,0.8403685544,4.98323442,0.0202,-5.00343442,5.00343442,0,0,163.8802702,122.5204081,5884.399708,2353.759883,0.7658737771,0.08804337009,0.0210406157,0,715796.1537,-29314.99256,201.3368764,5389.190934
1189.528256,1352,1353.275607,-493.3981718,0.7296,696.1300844,0.003734100237,0,0.5012,0.3375666956,0.7671804994,5.033066764,0.0202,-5.053266764,5.053266764,0,0,123.0250552,158.7142841,5925.425998,2370.170399,0.5709613146,0.08774291133,0.02784995553,0,745604.5445,-29808.39074,206.3901432,5380.199238
1200.357149,1295,1324.180888,-661.4471313,0.741,538.9100173,0.003854154277,0,0.5012,0.3238979418,0.7451743302,5.083397432,0.0202,-5.103597432,5.103597432,0,0,120.3800807,118.7403416,5925.65782,2370.263128,0.5586640876,0.08573325922,0.02076222962,0,776074.3823,-30469.83787,211.4937406,5197.620397
1263.156654,1378,1381.817228,-696.7927648,0.7244,566.363889,0.003730183197,0,0.5012,0.3593543545,0.7601571179,5.134231406,0.0202,-5.154431406,5.154431406,0,0,125.619748,113.5263433,5920.671006,2368.268403,0.583471547,0.08366420779,0.02031505773,0,807241.013,-31166.63063,216.648172,5054.036345
1311.419204,1395,1432.213422,-680.8099908,0.721,630.6092134,0.003634775126,0,0.5012,0.3843317949,0.7795372014,5.18557372,0.0202,-5.20577372,5.20577372,0,0,130.2012201,115.6086437,5917.86623,2367.146492,0.6050379334,0.08185263964,0.02121714716,0,839088.4536,-31847.44062,221.8539458,4972.746949
1163.501893,1273,1285.969772,-615.4892266,0.7454,548.0126667,0.004088454933,0,0.5012,0.3204391876,0.7451722302,5.237429458,0.0202,-5.257629458,5.257629458,0,0,116.9063429,117.2304491,5916.739355,2366.695742,0.5433608339,0.08025682366,0.0220013794,0,871551.3835,-32462.92985,227.1115752,4828.163143
1405.477349,1499,1513.975002,-755.1551773,0.7002,650.3221718,0.00350732591,0,0.5012,0.4315178098,0.7946012961,5.289803752,0.0202,-5.310003752,5.310003752,0,0,137.6340911,103.2078492,5901.612417,2360.644967,0.6413395591,0.07819711923,0.01975857578,0,904769.4685,-33218.08503,232.421579,4773.92098
1321.156502,1407,1444.887688,-605.6953459,0.7186,715.4611565,0.003711639205,0,0.5012,0.409914047,0.7958692728,5.34270179,0.0202,-5.36290179,5.36290179,0,0,131.3534262,118.3884838,5901.968652,2360.787461,0.6120363276,0.07695644029,0.02332143851,0,938593.2489,-33823.78037,237.7844808,4812.130057
1623.177694,1720,1739.767236,-727.172063,0.656,896.005631,0.003113249115,0,0.5012,0.5650359851,0.8419596051,5.396128808,0.0202,-5.416328808,5.416328808,0,0,158.1606578,111.1934131,5895.122692,2358.049077,0.7377994177,0.07550993878,0.02225586646,0,973144.2013,-34550.95244,243.2008096,5062.21533
1324.183267,1411,1461.003075,-520.7864851,0.7178,803.3967822,0.003744201631,0,0.5012,0.4083702222,0.8012815424,5.450090096,0.0202,-5.470290096,5.470290096,0,0,132.8184613,131.3697175,5908.589956,2363.435982,0.6181690919,0.07504026256,0.02682906973,0,1008215.94,-35071.73892,248.6710997,5176.992884
1521.194277,1663,1636.332922,-707.5782889,0.6674,813.6159877,0.003376324538,0,0.5012,0.505043223,0.828975398,5.504590997,0.0202,-5.524790997,5.524790997,0,0,148.7575384,109.6340543,5900.052211,2360.020884,0.6933552719,0.07367579865,0.02247887607,0,1043995.257,-35779.31721,254.1958907,5323.101194
1228.877549,1345,1354.99532,-547.6730667,0.731,681.204482,0.004117975038,0,0.5012,0.3488902477,0.7706575662,5.559636907,0.0202,-5.579836907,5.579836907,0,0,123.1813928,120.5581349,5902.609302,2361.043721,0.5738967511,0.0728900851,0.02521291898,0,1080322.248,-36326.99028,259.7757276,5290.351405
1327.840495,1477,1432.221453,-713.1907506,0.7046,614.6497446,0.00393474994,0,0.5012,0.3818957209,0.7779657112,5.615233276,0.0202,-5.635433276,5.635433276,0,0,130.2019502,98.76572422,5883.32284,2353.329136,0.6085937708,0.07124201659,0.02086897277,0,1117362.429,-37040.18103,265.4111608,5175.966748
1247.927949,1331,1355.633679,-625.3390716,0.7338,622.5888774,0.004198468728,0,0.5012,0.353140743,0.7690462307,5.671385608,0.0202,-5.691585608,5.691585608,0,0,123.2394254,102.0343445,5867.690727,2347.076291,0.5775839858,0.06987840002,0.02213068257,0,1155027.949,-37665.5201,271.1027465,5080.218906
1664.379362,1791,1764.836974,-803.6007965,0.6418,860.7785653,0.00325712774,0,0.5012,0.5708328815,0.8394128049,5.728099465,0.0202,-5.748299465,5.748299465,0,0,160.4397249,94.72951251,5845.066425,2338.02657,0.7548404267,0.0683241925,0.02100305403,0,1193497.07,-38469.1209,276.8510459,5267.692048
1412.567584,1522,1538.934026,-458.6422187,0.6956,953.9253657,0.003772468709,0,0.5012,0.4762285683,0.8280977367,5.785380459,0.0202,-5.805580459,5.805580459,0,0,139.9030933,120.5810611,5848.746158,2339.498463,0.6578051024,0.06801564336,0.02744874279,0,1232424.833,-38927.76311,282.6566264,5570.287014
1569.404314,1670,1679.919137,-673.2887776,0.666,896.1155368,0.003490307442,0,0.5012,0.5224149388,0.8352514969,5.843234264,0.0202,-5.863434264,5.863434264,0,0,152.7199215,104.6715879,5836.442823,2334.577129,0.7195817673,0.06704849561,0.02392018554,0,1272025.885,-39601.05189,288.5200606,5783.590605
1635.426545,1716,1753.964263,-611.4581535,0.6568,1023.968392,0.003376275522,0,0.5012,0.5526756837,0.8471924991,5.901666606,0.0202,-5.921866606,5.921866606,0,0,159.4512966,112.6360509,5832.350017,2332.940007,0.7518257039,0.06650930346,0.02616660972,0,1312238.395,-40212.51004,294.4419272,6113.866682
1419.631169,1538,1542.246793,-600.5515151,0.6924,819.0796535,0.003878032555,0,0.5012,0.4184613365,0.8022212019,5.960683272,0.0202,-5.980883272,5.980883272,0,0,140.2042539,116.6549414,5832.357958,2332.943183,0.6610734476,0.06618889957,0.02733911651,0,1353051.456,-40813.06156,300.4228105,6167.553358
1402.450793,1511,1510.550702,-696.6509938,0.6978,705.7997996,0.003998866174,0,0.5012,0.3932378411,0.7893874768,6.020290105,0.0202,-6.040490105,6.040490105,0,0,137.3227911,102.0796181,5817.790417,2327.116167,0.6491084215,0.06526936001,0.02403903446,0,1394561.169,-41509.71255,306.4633006,6080.883189
1591.72909,1654,1696.40226,-723.5458726,0.6692,868.1832171,0.00359625376,0,0.5012,0.5077321092,0.8321917836,6.080493006,0.0202,-6.100693006,6.100693006,0,0,154.2183873,98.59267756,5800.027286,2320.010915,0.7312044308,0.06428450034,0.0236039426,0,1436794.427,-42233.25843,312.5639936,6200.189196
1433.727939,1590,1548.921608,-609.7528721,0.682,823.9750664,0.003977927549,0,0.5012,0.4371070535,0.8114923569,6.141297936,0.0202,-6.161497936,6.161497936,0,0,140.8110553,109.0523717,5793.079112,2317.231645,0.6684362401,0.06384225146,0.02658925203,0,1479637.439,-42843.0113,318.7254916,6278.810534
1273.204543,1427,1378.293897,-642.2565902,0.7146,630.9479528,0.004514937584,0,0.5012,0.3333005993,0.7590662805,6.202710916,0.0202,-6.222910916,6.222910916,0,0,125.2994452,98.88664279,5776.104173,2310.441669,0.596549965,0.06300231879,0.02430677237,0,1523122.706,-43485.26789,324.9484025,6121.715809
1355.356817,1400,1448.457266,-726.6626143,0.72,628.6942022,0.004339056576,0,0.5012,0.3697927135,0.7727518596,6.264738025,0.0202,-6.284938025,6.284938025,0,0,131.6779333,86.83571147,5747.417801,2298.96712,0.630046969,0.0617205364,0.021692726,0,1567334.637,-44211.9305,331.2333405,5955.649064
1398.511672,1446,1494.238617,-743.8047779,0.7108,654.7068942,0.004248039994,0,0.5012,0.3955049245,0.7847771799,6.327385405,0.0202,-6.347585405,6.347585405,0,0,135.8398743,89.39955941,5721.869004,2288.747602,0.6528629963,0.06067157717,0.02291079887,0,1612290.372,-44955.73528,337.5809259,5829.229288
1543.98089,1631,1641.029363,-728.1241663,0.6738,815.8567233,0.003906608502,0,0.5012,0.4943684117,0.8244673806,6.390659259,0.0202,-6.410859259,6.410859259,0,0,149.1844875,90.65781356,5698.089438,2279.235775,0.7199910516,0.05977887376,0.02374047259,0,1657974.232,-45683.85945,343.9917852,5919.12959
1171.563598,1323,1276.117051,-579.949608,0.7354,591.6139901,0.005073802475,0,0.5012,0.3008056346,0.7414131164,6.454565852,0.0202,-6.474765852,6.474765852,0,0,116.010641,98.0988871,5682.226536,2272.890614,0.5614511508,0.05930058928,0.02618149278,0,1704238.041,-46263.80906,350.466551,5759.127277
1312.949578,1313,1395.143183,-734.8432672,0.7374,578.1063109,0.004687197408,0,0.5012,0.3606245736,0.765376727,6.51911151,0.0202,-6.53931151,6.53931151,0,0,126.8311984,75.67449312,5644.256499,2257.702599,0.6179481669,0.05788598055,0.02041640548,0,1751236.693,-46998.65232,357.0058625,5569.250832
1323.230871,1448,1410.574405,-736.8681599,0.7104,586.3627116,0.004682137008,0,0.5012,0.3696593386,0.7714943754,6.584302625,0.0202,-6.604502625,6.604502625,0,0,128.2340368,80.75923114,5612.1306,2244.85224,0.6283595776,0.05683215566,0.02247084243,0,1798972.214,-47735.52048,363.6103652,5406.387608
1484.106808,1586,1570.922938,-682.0384808,0.6828,802.0683276,0.004246131678,0,0.5012,0.4841632097,0.8224871965,6.650145652,0.0202,-6.670345652,6.670345652,0,0,142.8111762,80.16598417,5580.053972,2232.021589,0.7038117132,0.05585668614,0.02284943919,0,1847389.773,-48417.55896,370.2807108,5517.329962
1401.711343,1536,1496.17454,-626.508236,0.6928,775.203107,0.00450271471,0,0.5012,0.4250965366,0.804415662,6.716647108,0.0202,-6.736847108,6.736847108,0,0,136.0158672,87.74654952,5556.199442,2222.479777,0.6732005192,0.05531941025,0.02559315321,0,1896433.84,-49044.0672,377.0175579,5564.40569
1506.869182,1586,1596.420489,-643.2750049,0.6828,863.5941776,0.004262043506,0,0.5012,0.4964805844,0.8257593205,6.783813579,0.0202,-6.804013579,6.804013579,0,0,145.1291354,82.76749316,5527.842946,2211.137179,0.7219907045,0.054617963,0.02448001888,0,1946121.182,-49687.3422,383.8215715,5741.558399
1267.111355,1410,1361.156241,-610.9408994,0.718,656.1704552,0.005048539988,0,0.5012,0.3500444232,0.7695451048,6.851651715,0.0202,-6.871851715,6.871851715,0,0,123.7414765,87.19323521,5504.479323,2201.791729,0.6182039035,0.05419189212,0.02625420744,0,1996419.465,-50298.2831,390.6934232,5654.495489
